text,category,amount
Monthly train 13495,Transport,13495.0
Bill from Udemy of 38474 rs,Education,38474.0
"medplus 39589.00 is the amount, not 22189",Health,39589.0
internet INR 7232 instead of 28876,Utilities,7232.0
spent 21716 on bigbasket,Food,21716.0
shopping spree at mall INR 16138 upi ref 70521,Shopping,16138.0
Paid ₹28178 at HDFC,Income,28178.0
vegetables transfer 24147 actually rs. 19281,Food,19281.0
PVR payment INR29532,Entertainment,29532.0
toll cost 39497 rs,Transport,39497.0
transaction at indigo for rs. 37226,Transport,37226.0
Spent Rs. 23652 On Disney+,Entertainment,23652.0
Monthly breakfast 1942 rs via phonepe,Food,1942.0
shell ₹44074,Transport,44074.0
school cost 30700 rs,Education,30700.0
ordered from mcdonalds rs. 37429 via phonepe,Food,37429.0
training expense 33502.00 yesterday,Education,33502.0
3591.00 paid to BookMyShow,Entertainment,3591.0
Debit swipe Urban Company Rs. 37917,Housing,37917.0
Monthly Plumber 33552 Rs,Housing,33552.0
Amazon Prime ₹30842,Entertainment,30842.0
Bill from McDonalds of INR 12725,Food,12725.0
monthly bus pass renewal Rs. 22327,Transport,22327.0
sunday brunch bill ₹48436,Food,48436.0
Irctc Payment Inr40139,Transport,40139.0
electricity bill paid online 48736 debt,Utilities,48736.0
Shell payment INR 49244 via paytm,Transport,49244.0
paid rs. 30268 at decathlon,Shopping,30268.0
dental cleaning charges 25686 rs today,Health,25686.0
Debit swipe BigBasket Rs. 45729,Food,45729.0
electricity expense ₹715,Housing,715.0
gym cost inr 7697,Health,7697.0
urban company inr 6730,Housing,6730.0
debit swipe starbucks rs. 48640 txn id 861538,Food,48640.0
Amazon Inr21464,Shopping,21464.0
Spent 35159 on Coursera today,Education,35159.0
"grocery Rs. 26037 is the amount, not 33532",Food,26037.0
Spent Rs. 5639 On Auto,Transport,5639.0
routine body checkup ₹32157,Health,32157.0
UPI payment to Ola ₹38880 upi ref 96542,Transport,38880.0
Bill from PVR of Rs. 4600,Entertainment,4600.0
bought new sneakers Rs. 40832,Shopping,40832.0
Transaction at Disney+ for 27626,Entertainment,27626.0
Bus Cost Inr33300,Transport,33300.0
Charity Donation 6401,Others,6401.0
vegetables paid 43147 wait no inr 45837,Food,45837.0
Bill From Nobroker Of 43029 Rs via phonepe,Housing,43029.0
Transaction at Myntra for INR9834 upi ref 77648,Shopping,9834.0
Upi Payment To Air Asia Rs. 30660,Transport,30660.0
internet connection setup fee Rs. 39854 today,Utilities,39854.0
Just paid metro bill 29083,Transport,29083.0
Bill from Instamart of ₹10534 last night,Food,10534.0
Kindle payment 49685,Education,49685.0
repairs cost inr27233,Housing,27233.0
Paid Rs. 36049 at BookMyShow debt,Entertainment,36049.0
Spent 1580 rs on Ajio successful,Shopping,1580.0
stipend charges 42671,Income,42671.0
ordered from apple store 42914.00 cred on 12/05,Shopping,42914.0
Transaction at Shell for INR7411,Transport,7411.0
Disney+ Payment 18349.00,Entertainment,18349.0
Ordered from Flipkart INR 45995,Shopping,45995.0
gift for anniversary Rs. 48233,Shopping,48233.0
paid rs. 21482 at apollo pharmacy,Health,21482.0
Paid INR33006 at Ola,Transport,33006.0
Unknown payment 14290,Others,14290.0
Paid For Shopping Rs. 33202,Shopping,33202.0
upi payment to bigbasket 1649.00 txn id 542417,Food,1649.0
Debit Swipe Act Fibernet Rs. 19203 debt last night,Utilities,19203.0
Bill from KFC of ₹19175,Food,19175.0
grocery payment of ₹1772,Food,1772.0
late night craving order ₹45488,Food,45488.0
UPI payment to Pizza Hut INR 28150,Food,28150.0
apparel cost 2313 on card,Shopping,2313.0
transaction at dominos for ₹47876,Food,47876.0
Spent ₹38069 on gift,Shopping,38069.0
event INR21839 ... not 48439,Entertainment,21839.0
Money Sent To Friend Rs. 2534,Others,2534.0
parking charges at mall INR30764,Transport,30764.0
PhonePe Typo 28530 read as Rs. 29918,Income,29918.0
gift 18227.00 ... not 17646,Shopping,18227.0
upi payment to shell 44612 rs last night,Transport,44612.0
diesel charges 2010,Transport,2010.0
party charges INR 29267 via phonepe,Entertainment,29267.0
Upi Payment To Dominos 29898,Food,29898.0
Paid INR16460 at Client,Income,16460.0
recharge Not 5576 but 11375 rs,Utilities,11375.0
flight Paid 1941 wait no Rs. 40508,Transport,40508.0
Spent Rs. 7760 on Vi last night,Utilities,7760.0
shopping payment of INR 1936,Shopping,1936.0
Monthly game Rs. 34381,Entertainment,34381.0
Bookmyshow Transfer 15393 Actually ₹47023,Entertainment,47023.0
₹49733 paid to Ajio,Shopping,49733.0
Ordered from Starbucks 28729.00,Food,28729.0
Spent 47800.00 on Instamart,Food,47800.0
Ordered from Shell ₹6852,Transport,6852.0
Just paid lunch bill ₹9389 cred,Food,9389.0
Bill From Home Centre Of 42234 Rs,Housing,42234.0
furniture Spent 21808 oh wait it was 11841.00,Housing,11841.0
UPI payment to H&M 17511 rs,Shopping,17511.0
bill from playstation of 11891 rs,Entertainment,11891.0
Paid for food Rs. 28541,Food,28541.0
Accessories Expense 47342 via paytm,Shopping,47342.0
nike rs. 11868,Shopping,11868.0
Transaction at Coursera for Rs. 8318 on 12/05,Education,8318.0
ordered from byju's inr 38374,Education,38374.0
Spent Rs. 14194 On Vegetables,Food,14194.0
Upi Payment To Tata Sky ₹28637 successful,Utilities,28637.0
UPI payment to Ajio INR7018,Shopping,7018.0
Maid Salary For This Month ₹9073,Housing,9073.0
Debit swipe Swiggy Rs. 42072,Food,42072.0
transaction at amazon for ₹46399,Shopping,46399.0
petty cash expense 32064,Others,32064.0
Spent 28529.00 on dth,Utilities,28529.0
vi 47795 was debited... correction inr35309 successful,Utilities,35309.0
parking charges at mall 32876,Transport,32876.0
ordered late night snacks 7150.00,Food,7150.0
Blinkit payment INR 26109,Food,26109.0
monthly apparel rs. 42158,Shopping,42158.0
cafe not 49161 but inr 28383 upi ref 53636,Food,28383.0
Paid Rs. 49629 at Unknown via paytm,Others,49629.0
semester fee payment rs. 17569 yesterday,Education,17569.0
apparel cost ₹10633,Shopping,10633.0
auto rickshaw fare Rs. 9875,Transport,9875.0
Spent 19173 rs on Steam,Entertainment,19173.0
gift paid 29686 wait no 15652 rs,Others,15652.0
Bill From Shell Of ₹43407,Transport,43407.0
INR 43366 paid to Bescom,Utilities,43366.0
Ordered from Google Pay 19627 rs,Income,19627.0
BookMyShow Transfer 36013 actually Rs. 29444,Entertainment,29444.0
INR 16317 for plumber via gpay,Housing,16317.0
spent inr 13427 on adidas on card,Shopping,13427.0
money sent to friend INR15177,Others,15177.0
coffee expense 4035.00 txn id 186518,Food,4035.0
just paid prepaid bill inr31061,Utilities,31061.0
doctor consultation fee INR 16180,Health,16180.0
"Flight ₹10970 Is The Amount, Not 7882",Transport,10970.0
Spent ₹5750 On Subway,Food,5750.0
mobile cost 35981,Utilities,35981.0
"Myntra Calculated 35519 Incorrectly, Actual Is Rs. 14567",Shopping,14567.0
Disney+ payment INR22126,Entertainment,22126.0
Vi 30955 Was Debited... Correction 21786 Rs,Utilities,21786.0
transaction at act fibernet for ₹5947,Utilities,5947.0
toll Typo 11867 read as INR22563,Transport,22563.0
wifi cost 7583,Housing,7583.0
Transaction at Adidas for INR41798 successful yesterday,Shopping,41798.0
Google Pay payment INR 3147,Income,3147.0
ola payment rs. 46678,Transport,46678.0
Went Out For Dinner With Friends Rs. 15090 today,Food,15090.0
"income Calculated 16117 incorrectly, actual is 13755 rs",Income,13755.0
pharmacy cost INR7647,Health,7647.0
spent 15381.00 on movie,Entertainment,15381.0
"breakfast INR9616 is the amount, not 19972",Food,9616.0
Apple Store 27240,Shopping,27240.0
Train Ticket Booking Tatkal 48070.00,Transport,48070.0
food payment of 25399 rs,Food,25399.0
"shopping 35701.00 is the amount, not 48284",Shopping,35701.0
restaurant cost 33073.00,Food,33073.0
metro ride to work 16628 rs,Transport,16628.0
petrol payment of 26930.00 via phonepe,Transport,26930.0
Monthly dth ₹4404,Utilities,4404.0
Paid INR47204 at Subway txn id 287931,Food,47204.0
ordered from practo 43138.00 today,Health,43138.0
Myntra Bill is Rs. 35283 not 42882,Shopping,35283.0
45863 For Train debt,Transport,45863.0
toll cost INR 46312,Transport,46312.0
Paid for purchase 25192 rs,Shopping,25192.0
Unknown Payment ₹31494,Others,31494.0
UPI payment to NoBroker INR49545,Housing,49545.0
Transaction at Cure.fit for Rs. 44804 on card,Health,44804.0
"tuition Calculated 41946 incorrectly, actual is 4618",Education,4618.0
prepaid Not 17324 but Rs. 37786,Utilities,37786.0
Bill from Urban Company of Rs. 1273,Housing,1273.0
apparel bill is inr 33365 not 14006,Shopping,33365.0
Inr30238 Paid To Dishtv via phonepe,Utilities,30238.0
Upi Payment To Bescom 309.00 debt,Utilities,309.0
₹34001 paid to IKEA via gpay,Housing,34001.0
Bought Vegetables From Local Shop Inr 24550 via paytm,Food,24550.0
snack cost 49460 via paytm,Food,49460.0
Paid ₹18714 at KFC upi ref 46890 last night,Food,18714.0
Paid 30620 at IRCTC upi ref 44204,Transport,30620.0
₹42231 for accessories,Shopping,42231.0
HP Petrol 31228 via phonepe,Transport,31228.0
Transaction At Jio For 31301 Rs,Utilities,31301.0
Ordered from Spotify ₹18299,Entertainment,18299.0
electrician payment of INR 17824,Housing,17824.0
Monthly parking Rs. 47039,Transport,47039.0
earnings 14581 ... not 19166,Income,14581.0
Monthly test Rs. 6867 via phonepe,Health,6867.0
shell inr 40105 last night,Transport,40105.0
₹27935 for grocery on 12/05,Food,27935.0
"transfer Calculated 24455 incorrectly, actual is INR 17062",Others,17062.0
Paid for shoes INR 17611,Shopping,17611.0
cure.fit ₹23691 yesterday,Health,23691.0
Monthly restaurant Rs. 8267 last night,Food,8267.0
train Paid 6837 wait no 22106.00 successful,Transport,22106.0
Subway payment INR9793,Food,9793.0
Rs. 46858 paid to Pizza Hut successful,Food,46858.0
paid for bill inr36306,Utilities,36306.0
Paid For Shoes ₹47796,Shopping,47796.0
Spent 1353 on received successful,Others,1353.0
apparel charges ₹24433,Shopping,24433.0
concert payment of 47778 rs,Entertainment,47778.0
weekend party expenses inr 46623,Entertainment,46623.0
cab Bill is INR 34200 not 40011,Transport,34200.0
₹14577 paid to BigBasket yesterday,Food,14577.0
Broadband 16566 No Make It ₹47355 on card,Utilities,47355.0
paid inr 9501 at h&m txn id 876267,Shopping,9501.0
Transaction At Mcdonalds For 17395 Rs,Food,17395.0
"checkup 42097.00 is the amount, not 13712",Health,42097.0
diwali shopping for family INR 28617 txn id 499513,Shopping,28617.0
Hp Petrol 45433,Transport,45433.0
Accessories Charges 13702.00,Shopping,13702.0
Monthly purchase 3099 via phonepe,Shopping,3099.0
bought new sneakers 38566 rs,Shopping,38566.0
dominos 15636 no make it inr 15583,Food,15583.0
parking charges at mall 24362,Transport,24362.0
Transaction at BigBasket for 6101 on 12/05,Food,6101.0
ordered from google pay inr2081,Income,2081.0
transferred expense 31991,Income,31991.0
PlayStation Rs. 16023,Entertainment,16023.0
Transaction at Uber for 44193 rs,Transport,44193.0
bill from nobroker of ₹33680,Housing,33680.0
paid for metro 37969.00,Transport,37969.0
Paid 35389 rs at Vi,Utilities,35389.0
₹40716 for dinner,Food,40716.0
Paid for pharmacy 29136,Health,29136.0
metro spent 48717 oh wait it was inr40969,Transport,40969.0
Spent 46640.00 on parking,Transport,46640.0
Paid for apparel 34982,Shopping,34982.0
Transaction at Ola for INR 30836,Transport,30836.0
Monthly petrol Rs. 2311,Transport,2311.0
clinic Paid 13673 wait no Rs. 38687,Health,38687.0
Ordered from Subway 36572 rs,Food,36572.0
dinner cost Rs. 8696,Food,8696.0
Debit Swipe Practo ₹24993,Health,24993.0
movie night with family INR39057,Entertainment,39057.0
Swiggy INR41931 via gpay,Food,41931.0
Dominos 12666 was debited... correction ₹14925,Food,14925.0
auto rickshaw fare 16486 rs,Transport,16486.0
spent inr20846 on sent debt,Others,20846.0
cafe cost ₹49357,Food,49357.0
electronics store bill 31383 rs,Shopping,31383.0
"shopping Calculated 38580 incorrectly, actual is Rs. 36070",Shopping,36070.0
Paid 29810 at Swiggy,Food,29810.0
apparel cost 44477.00,Shopping,44477.0
UPI payment to Vi Rs. 40498 via paytm,Utilities,40498.0
Ordered from 1mg INR47183,Health,47183.0
Ordered From Shell 36654.00,Transport,36654.0
spent ₹43847 on class,Education,43847.0
vitamin supplements purchase INR 18348,Health,18348.0
rs. 38604 for cafe,Food,38604.0
Spent 31465 Rs On Burger King,Food,31465.0
Training Cost Inr 28497,Education,28497.0
Transaction At Adidas For Inr27615,Shopping,27615.0
charity donation 7839 rs via paytm,Others,7839.0
birthday treat for team 30028.00 cred yesterday,Food,30028.0
Paid For Shopping ₹31924,Shopping,31924.0
Debit Swipe Burger King Inr 17131 via gpay,Food,17131.0
Gift Expense 27883 Rs,Shopping,27883.0
Transaction at KFC for INR13882 via gpay,Food,13882.0
bill from adidas of ₹10678,Shopping,10678.0
upi payment to steam 34937.00,Entertainment,34937.0
Burger King payment INR 20780,Food,20780.0
Adidas Transfer 5689 Actually Rs. 15889,Shopping,15889.0
Myntra Paid 37443 wait no 865.00,Shopping,865.0
Cure.fit INR 44850,Health,44850.0
"maintenance rs. 288 is the amount, not 48981",Housing,288.0
Uber payment Rs. 27509,Transport,27509.0
apparel cost ₹46765,Shopping,46765.0
electronics cost ₹36870,Shopping,36870.0
parking charges at mall INR 27443 txn id 297494,Transport,27443.0
Spent 1511.00 on Shell,Transport,1511.0
upi payment to dishtv 19943,Utilities,19943.0
Inr15653 For Salary,Income,15653.0
Burger King ₹25705,Food,25705.0
3910 paid to Amazon,Shopping,3910.0
Paid Rs. 4940 At Home Centre,Housing,4940.0
Bescom Bill Is Inr15413 Not 40528 last night,Utilities,15413.0
Debit swipe Asian Paints 22794,Housing,22794.0
Ordered from Act Fibernet INR 47091,Utilities,47091.0
Just paid subscription bill ₹15240,Entertainment,15240.0
Transaction at Shell for INR8318,Transport,8318.0
phonepe payment ₹45913 via phonepe,Income,45913.0
electronics store bill ₹36633,Shopping,36633.0
Subway payment ₹22547,Food,22547.0
Paid 21849 at Steam,Entertainment,21849.0
pharmacy payment of 34549 rs,Health,34549.0
Rs. 34163 for petrol,Transport,34163.0
Cashback From Credit Card Inr 29610,Income,29610.0
furniture cost inr31779 via paytm,Housing,31779.0
pizza hut 25627 rs,Food,25627.0
Bought Vegetables From Local Shop ₹16328 via phonepe,Food,16328.0
flight cost INR 9489,Transport,9489.0
Debit swipe McDonalds 43225 rs successful,Food,43225.0
transaction at irctc for rs. 5061,Transport,5061.0
train Transfer 44475 actually 10286 rs,Transport,10286.0
Bill from Act Fibernet of 25902 upi ref 91963,Utilities,25902.0
lunch cost INR 38362,Food,38362.0
bought new sneakers 16658 rs via phonepe,Shopping,16658.0
Bill from Myntra of 32678.00,Shopping,32678.0
Clothes Rs. 17675 ... Not 16347,Shopping,17675.0
Monthly snack ₹48766 last night,Food,48766.0
streaming service monthly fee ₹48728 on 12/05,Entertainment,48728.0
Paid INR20824 at Spotify,Entertainment,20824.0
INR43232 for lunch,Food,43232.0
internet connection setup fee 10284.00,Utilities,10284.0
"party INR 35439 is the amount, not 27941",Entertainment,35439.0
₹39 paid to Shell,Transport,39.0
wifi bill payment 15738 rs,Utilities,15738.0
Paid for bonus 3772.00,Income,3772.0
Bill from Bank of Rs. 20325,Income,20325.0
Transaction at IRCTC for 16326.00 debt,Transport,16326.0
vegetables 9160 was debited... correction 42139 rs,Food,42139.0
uber payment 31656.00,Transport,31656.0
"donation calculated 14714 incorrectly, actual is 4970.00",Others,4970.0
Paid for internet ₹23916,Utilities,23916.0
bill from subway of rs. 26277,Food,26277.0
went out for dinner with friends 2978 rs,Food,2978.0
Paid For Broadband 43086 Rs,Utilities,43086.0
Paid For Breakfast Inr 43671,Food,43671.0
Paid for accessories 2375,Shopping,2375.0
accessories charges 21586.00,Shopping,21586.0
Bill from Burger King of 716 rs via paytm,Food,716.0
coffee cost inr1737,Food,1737.0
5598 paid to Ola,Transport,5598.0
cafe 31610 was debited... correction ₹42808,Food,42808.0
diesel ₹20122 ... not 40565,Transport,20122.0
sent cost 49551 yesterday,Others,49551.0
Rapido Paid 22991 wait no INR30790,Transport,30790.0
Ordered from Charity 17942,Others,17942.0
Subway payment INR 2885 via gpay,Food,2885.0
doctor expense inr43620,Health,43620.0
35418 for internet,Utilities,35418.0
Debit swipe Unknown 42094 rs,Others,42094.0
Paid INR27212 at BigBasket,Food,27212.0
19754.00 for toll txn id 631938 today,Transport,19754.0
trip Bill is 32766 rs not 17502,Transport,32766.0
Ordered from Unacademy INR 44470 successful,Education,44470.0
Debit swipe IKEA 49744,Housing,49744.0
bill from mcdonalds of 43732.00 via gpay yesterday,Food,43732.0
bill from air asia of 24454.00 yesterday,Transport,24454.0
Asian Paints 41113 Rs successful,Housing,41113.0
Transaction at Shell for ₹20311,Transport,20311.0
Transaction at Blinkit for INR 9010,Food,9010.0
bought new sneakers 23491,Shopping,23491.0
Act Fibernet 17275.00,Utilities,17275.0
late night craving order Rs. 13396,Food,13396.0
shopping spree at mall Rs. 4519 txn id 629518,Shopping,4519.0
Transaction at Pizza Hut for 8137.00,Food,8137.0
Spent ₹12628 On Electronics on 12/05,Shopping,12628.0
Subway Transfer 274 actually Rs. 2761,Food,2761.0
apparel expense ₹20154,Shopping,20154.0
Debit swipe Asian Paints ₹47197,Housing,47197.0
Spent INR 34756 on HP Petrol,Transport,34756.0
₹49838 for vegetables,Food,49838.0
Auto Rickshaw Fare Rs. 37677,Transport,37677.0
spent ₹19843 on lunch cred,Food,19843.0
1Mg Rs. 49390 successful,Health,49390.0
Spent INR12609 on Flipkart last night,Shopping,12609.0
Paid for fuel 2562 rs via phonepe,Transport,2562.0
Urban Company 10119 rs,Housing,10119.0
UPI payment to Zara ₹23437 successful,Shopping,23437.0
late night craving order INR43214,Food,43214.0
Uber Payment ₹24522,Transport,24522.0
Monthly Electronics 45543.00,Shopping,45543.0
Bill from Asian Paints of INR 11420,Housing,11420.0
Amazon Spent 35685 oh wait it was ₹6989 upi ref 83964,Shopping,6989.0
Paid 16184 rs at Friend last night,Others,16184.0
ordered clothes online rs. 40206 via gpay,Shopping,40206.0
Spent ₹30235 on toll,Transport,30235.0
office cab ride inr28330,Transport,28330.0
bought vegetables from local shop 7991.00,Food,7991.0
Transaction at Rapido for Rs. 21809,Transport,21809.0
Tata Sky payment INR29444,Utilities,29444.0
Mcdonalds Paid 32237 Wait No Inr7486 via phonepe,Food,7486.0
Debit swipe Unknown Rs. 38232 last night,Others,38232.0
dishtv payment ₹36062,Utilities,36062.0
Indigo Payment 22719,Transport,22719.0
Bill From Decathlon Of Inr 27117 yesterday,Shopping,27117.0
Rs. 1380 for internet,Utilities,1380.0
Paid For Fruits Inr 16329,Food,16329.0
Byju's Paid 35897 wait no 11153,Education,11153.0
Steam 38742 Rs Instead Of 6004,Entertainment,38742.0
INR1899 paid to Unacademy,Education,1899.0
Paid 21242 at MedPlus,Health,21242.0
"rapido 45108 is the amount, not 14340",Transport,45108.0
Bill from Vi of Rs. 22332,Utilities,22332.0
gym membership renewal 41122.00,Entertainment,41122.0
bill payment of 18992 rs cred,Utilities,18992.0
office canteen lunch INR 27660,Food,27660.0
booked flight tickets for vacation 44088.00,Transport,44088.0
received bill is 38150.00 not 8594,Income,38150.0
Spent Inr31944 On Metro,Transport,31944.0
food bill is 13243 rs not 21248,Food,13243.0
cab 33028.00 ... not 42760,Transport,33028.0
Food 30802.00 ... Not 2243,Food,30802.0
Paid 4339 at Byju's on 12/05,Education,4339.0
parking ₹39534 instead of 42598,Transport,39534.0
Rs. 40532 paid to Act Fibernet cred,Utilities,40532.0
Monthly repairs 11755 rs on card,Housing,11755.0
Spent 1974 rs on H&M,Shopping,1974.0
Transaction at Bescom for 17958.00,Utilities,17958.0
"Metro Rs. 22804 Is The Amount, Not 13527 upi ref 76582",Transport,22804.0
winter wear purchase 37140,Shopping,37140.0
Rs. 24927 paid to Burger King txn id 557409,Food,24927.0
Spent INR 21613 on PVR,Entertainment,21613.0
Paid for credit 24949,Income,24949.0
UPI payment to Byju's Rs. 29012,Education,29012.0
Blinkit 20472 rs debt,Food,20472.0
fee charges 21124 rs,Education,21124.0
UPI payment to Swiggy 39287.00 last night,Food,39287.0
ride payment of 33808,Transport,33808.0
monthly fitness center ₹27206,Entertainment,27206.0
game expense 40372 rs,Entertainment,40372.0
UPI payment to Decathlon INR11363,Shopping,11363.0
INR21875 for gift,Shopping,21875.0
medicine charges Rs. 35516,Health,35516.0
upi payment to tata sky rs. 24155,Utilities,24155.0
ordered clothes online INR 2792 last night,Shopping,2792.0
debit swipe swiggy 9250 yesterday,Food,9250.0
party cost ₹47793 txn id 534450,Entertainment,47793.0
Ordered from Vi Rs. 27168,Utilities,27168.0
vegetables 43759 rs ... not 7074,Food,43759.0
Paid 4038 rs at Blinkit,Food,4038.0
gym membership renewal 16623,Health,16623.0
Spent ₹7471 on Indigo via phonepe,Transport,7471.0
spent inr 25922 on instamart via paytm,Food,25922.0
apparel charges Rs. 25405 on card,Shopping,25405.0
shopping cost rs. 1437 debt,Shopping,1437.0
Bill from Flipkart of ₹11212,Shopping,11212.0
snack transfer 40309 actually ₹15203 on 12/05,Food,15203.0
INR22815 paid to Practo,Health,22815.0
Rs. 40626 Paid To Zomato,Food,40626.0
received cost inr30621,Others,30621.0
36996.00 paid to Byju's,Education,36996.0
Ajio payment 47251,Shopping,47251.0
Spent 47548.00 On Cinema cred,Entertainment,47548.0
prepaid typo 11324 read as 14875.00,Utilities,14875.0
workshop on ai INR32115 today,Education,32115.0
Paid Inr 11540 At Pizza Hut txn id 847140,Food,11540.0
Concert Tickets Booking ₹35300,Entertainment,35300.0
"Flipkart Inr47715 Is The Amount, Not 31003 debt",Shopping,47715.0
mobile cost 21814 rs on 12/05,Utilities,21814.0
Spent ₹13366 On Apollo Pharmacy,Health,13366.0
Restaurant Expense ₹1562,Food,1562.0
late night craving order 33487 rs,Food,33487.0
food payment of INR 43172,Food,43172.0
UPI payment to Unknown Rs. 33763 upi ref 46694,Others,33763.0
upi payment to h&m inr 37541,Shopping,37541.0
flight charges INR17024 cred,Transport,17024.0
spent 4900 on myntra,Shopping,4900.0
Paid For Checkup Inr 45080,Health,45080.0
nike 33844 txn id 721540,Shopping,33844.0
KFC payment 26142 rs,Food,26142.0
loan repayment to friend 2446 rs,Others,2446.0
Spent INR21225 on Adidas,Shopping,21225.0
gift for wedding 49586 rs,Others,49586.0
Debit Swipe Adidas ₹22595,Shopping,22595.0
Transaction At Swiggy For Rs. 45263,Food,45263.0
Repairs Transfer 13632 Actually Inr 4099,Housing,4099.0
book 7528 was debited... correction 2638,Education,2638.0
ordered from blinkit inr33054 on card,Food,33054.0
Paid INR16270 at Indigo,Transport,16270.0
Urban Company Not 24892 but INR39662 via gpay,Housing,39662.0
MedPlus 33207 was debited... correction Rs. 41364,Health,41364.0
Bill From Instamart Of Inr21301,Food,21301.0
metro ride to work inr31747,Transport,31747.0
Debit swipe Adidas 25950.00,Shopping,25950.0
HP Petrol 46051 rs,Transport,46051.0
urban company payment ₹31836,Housing,31836.0
unknown transaction inr30629,Others,30629.0
petty cash expense 32584 rs via phonepe,Others,32584.0
Bill from Starbucks of Rs. 14677,Food,14677.0
Paid 20159 at Act Fibernet,Utilities,20159.0
INR738 for metro,Transport,738.0
transaction at act fibernet for inr 34134,Utilities,34134.0
Upi Payment To Cure.Fit Inr 9791 yesterday,Health,9791.0
Just paid concert bill 9983,Entertainment,9983.0
act fibernet spent 3367 oh wait it was rs. 13356 txn id 184886,Utilities,13356.0
paid inr12680 at amazon via paytm yesterday,Shopping,12680.0
22797 for dth cred,Utilities,22797.0
NoBroker payment 13550,Housing,13550.0
Gold's Gym INR3171,Entertainment,3171.0
Just paid party bill INR5621,Entertainment,5621.0
Paid for coffee 42858.00,Food,42858.0
fitness center expense 42665 rs,Entertainment,42665.0
maintenance charges INR 43528 cred,Housing,43528.0
Shell Typo 19287 read as Rs. 21466,Transport,21466.0
party payment of inr 42394,Entertainment,42394.0
Ordered from H&M 4021,Shopping,4021.0
Jio Bill is ₹49020 not 3912,Utilities,49020.0
train ticket booking tatkal Rs. 23974,Transport,23974.0
vegetables charges 36074 on 12/05,Food,36074.0
₹24497 for breakfast via phonepe,Food,24497.0
Transaction at Zomato for INR48553,Food,48553.0
Ordered from Urban Company Rs. 13098,Housing,13098.0
bonus received 480 rs,Income,480.0
UPI payment to H&M 43833 rs on card,Shopping,43833.0
weekend party expenses INR 12697,Entertainment,12697.0
Ordered from Zomato INR41809 via paytm,Food,41809.0
Transaction at Myntra for INR43942,Shopping,43942.0
3365 Rs Paid To H&M,Shopping,3365.0
UPI payment to MedPlus INR 35078,Health,35078.0
Inr 2875 Paid To Indigo,Transport,2875.0
Shell 41570 ... not 21305,Transport,41570.0
cafe cost INR 49218,Food,49218.0
parking payment of Rs. 22322,Transport,22322.0
Debit Swipe Bigbasket ₹22526 on 12/05,Food,22526.0
prepaid charges 47436.00,Utilities,47436.0
Debit swipe PhonePe 31996.00 yesterday,Income,31996.0
Paid INR19521 at Shell,Transport,19521.0
"plumber calculated 26010 incorrectly, actual is inr31192 via paytm",Housing,31192.0
Internet Expense 20096.00,Utilities,20096.0
30079 rs for vegetables,Food,30079.0
"Apple Store INR 21933 is the amount, not 47327",Shopping,21933.0
exam registration fees 36652 rs,Education,36652.0
Friend Rs. 48841,Others,48841.0
INR19052 for school last night,Education,19052.0
Transaction at Coursera for INR21830 via gpay,Education,21830.0
misc expense 1093.00,Others,1093.0
"shoes INR38292 is the amount, not 17365",Shopping,38292.0
"Decathlon Inr 36623 Is The Amount, Not 21010",Shopping,36623.0
Upi Payment To Bookmyshow 34417,Entertainment,34417.0
Blinkit Transfer 22904 actually 8765,Food,8765.0
Starbucks payment INR 38798,Food,38798.0
Bought Vegetables From Local Shop 26938 via gpay last night,Food,26938.0
Ordered from Ajio 40397,Shopping,40397.0
"Airtel 26704.00 is the amount, not 37278",Utilities,26704.0
Monthly Bus 29993 Rs,Transport,29993.0
medicine payment of INR47170,Health,47170.0
"show Calculated 21058 incorrectly, actual is Rs. 43434",Entertainment,43434.0
birthday treat for team ₹45981,Food,45981.0
UPI payment to HDFC 35934 rs,Income,35934.0
"accessories inr 24925 is the amount, not 12328",Shopping,24925.0
ordered from kfc rs. 1728,Food,1728.0
Vitamin Supplements Purchase 35762 txn id 270220,Health,35762.0
shoes cost ₹29615,Shopping,29615.0
Transaction At Zomato For ₹42349,Food,42349.0
Bill from Nike of INR 47350,Shopping,47350.0
Monthly withdrawal 37422 rs,Others,37422.0
spent inr 13842 on accessories,Shopping,13842.0
Inr37865 For Gym,Health,37865.0
UPI payment to Uber Rs. 18473,Transport,18473.0
Ordered from Flipkart 25330.00,Shopping,25330.0
Ordered from Starbucks Rs. 13890 via phonepe yesterday,Food,13890.0
monthly bus pass renewal 11664,Transport,11664.0
Bookmyshow Not 28163 But Inr6893,Entertainment,6893.0
Decathlon Not 36860 but Rs. 28509,Shopping,28509.0
bought vegetables from local shop inr36549 upi ref 95626,Food,36549.0
Paid 44866.00 At H&M successful,Shopping,44866.0
PlayStation Not 34456 but 49767 via phonepe,Entertainment,49767.0
paid rs. 41268 at airtel,Utilities,41268.0
"practo calculated 14055 incorrectly, actual is 30361.00",Health,30361.0
UPI payment to Indigo INR34048,Transport,34048.0
diwali shopping for family 16480 rs,Shopping,16480.0
Paid 16562.00 At Mcdonalds,Food,16562.0
Debit swipe Act Fibernet INR4774,Utilities,4774.0
Blinkit Not 37742 But Inr 1403,Food,1403.0
atm paid 25035 wait no inr 23391 debt,Others,23391.0
purchase expense 36871.00,Shopping,36871.0
food charges 46813 rs,Food,46813.0
Spent 23722.00 On Ola txn id 437062,Transport,23722.0
